Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
tenis puma negro dama,6,6,90,29,0.20,https://www.amazon.com.mx/PUMA-Tenis-36906915-Textil-Negro/dp/B0B1S6DM97,0,0,0.00,1,82,"[43,43,24,24,43,24,81,52,100,52,33,52]",2025-09-01,"Image pack, Sitelinks, Video, Image",informational,Organic
zapatos nautica,16,16,590,32,0.07,https://www.amazon.com.mx/stores/Nautica/page/9F6B885C-7CB3-4F84-B9BC-666F01EF7AB8,0,0,0.00,1,73,"[82,82,82,82,82,82,67,67,82,100,67,54]",2025-09-10,"Image pack, Sitelinks, Video, Image, People also ask, Related searches, See results about","commercial, informational",Organic
tenis nike de enfermeria,13,13,390,35,0.00,https://www.amazon.com.mx/tenis-enfermera/s?k=tenis+enfermera,0,0,0.00,0.42,64,"[36,30,36,44,44,67,100,55,30,30,44,24]",2025-09-07,"Image pack, Sitelinks, Video, Image, Related searches",informational,Organic
zapatos caballero vestir,17,17,140,17,0.08,https://www.amazon.com.mx/zapatos-de-vestir-caballero/s?k=zapatos+de+vestir+caballero,0,0,0.00,1,10800000,"[33,52,67,67,67,67,43,52,81,100,43,43]",2025-09-12,"Image pack, Sitelinks, Video, Image, Related searches",informational,Organic
zapatos caballero vestir,41,41,140,17,0.08,https://www.amazon.com.mx/Formales-para-Hombre/b?ie=UTF8&node=34674053011,0,0,0.00,1,10800000,"[33,52,67,67,67,67,43,52,81,100,43,43]",2025-09-12,"Image pack, Sitelinks, Video, Image, Related searches",informational,Organic
tenis nike para crossfit,8,8,170,36,0.10,https://www.amazon.com.mx/tenis-crossfit-hombre/s?k=tenis+crossfit+hombre,0,0,0.00,1,3080000,"[54,54,35,42,65,65,65,65,100,81,65,65]",2025-09-09,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
tenis under armour para niña,7,7,170,22,0.17,https://www.amazon.com.mx/Zapatos-para-Ni%C3%B1as-Under-Armour/s?keywords=Zapatos+para+Ni%C3%B1as&rh=n%3A14093034011%2Cp_89%3AUnder%2BArmour&c=ts&ts_id=14093034011,0,0,0.00,1,85,"[65,100,81,54,100,65,81,42,42,27,65,42]",2025-09-02,"Image pack, Sitelinks, Video, People also ask, Related searches",informational,Organic
tenis para caminata,13,13,170,27,0.07,https://www.amazon.com.mx/b?ie=UTF8&node=14093572011,0,0,0.00,1,96,"[67,81,81,67,81,100,52,67,100,67,81,100]",2025-08-29,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
precio de tenis puma para hombre,8,8,90,31,0.02,https://www.amazon.com.mx/Calzado-para-Correr-Hombre-PUMA-Deportivo/s?rh=n%3A14093602011%2Cp_89%3APUMA,0,0,0.00,1,22100000,"[64,50,100,50,79,79,64,79,50,100,36,36]",2025-08-29,"Image pack, Video, Image, People also ask, Related searches",navigational,Organic
tenis aifor originales,14,14,170,26,0.00,https://www.amazon.com.mx/s?k=tenis+nike+air+force+1+mujer+originales,0,0,0.00,0.41,54,"[42,81,81,100,65,81,100,81,35,100,54,27]",2025-09-08,"Image pack, Sitelinks, Video, Image, Popular products, Related searches",informational,Organic
tenis adidas de futbol rapido 2017,36,36,90,24,0.00,https://www.amazon.com.mx/b?ie=UTF8&node=14093908011,0,0,0.00,0,4290000,"[0,0,0,0,100,14,0,0,0,0,0,14]",2025-09-08,"Image pack, Video, Image, Related searches",informational,Organic
zapatillas hi tec mercado libre,16,16,90,27,0.00,https://www.amazon.com.mx/Hi-Tec-Zapatillas-Deportivas-Mujer-Ultra/dp/B09X3D24X7,0,0,0.00,0,518000,"[0,22,11,0,0,0,0,0,0,100,0,0]",2025-08-27,"Image pack, Video, Image, Related searches","navigational, transactional",Organic
tenis us polo assn,7,7,320,30,0.03,https://www.amazon.com.mx/U-S-Polo-Assn-U-Tone-Bx-Deportivos/dp/B09CFZ83N6,0,0,0.00,0.41,56,"[67,100,82,82,100,82,67,67,82,100,82,67]",2025-09-02,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
tenis silver,14,14,140,11,0.00,https://www.amazon.com.mx/Pirma-Tenis-Mujer-Urbano-Silver/dp/B09WJFLLC2,0,0,0.00,0.85,41300000,"[65,41,65,82,100,82,65,100,100,82,53,65]",2025-08-26,"Image pack, Video, Image, Related searches",informational,Organic
como se llama la marca de tenis dc,15,15,70,17,0.00,https://www.amazon.com.mx/DC-Shoes-Tenis-Bajos-Zapatos/dp/B0CVK17DPB,0,0,0.00,0.04,3220000,"[14,14,14,14,71,71,71,100,43,14,14,14]",2025-09-06,"Image pack, Sitelinks, Video, Featured snippet, Related searches",informational,Organic
como se llama la marca de tenis dc,78,78,70,17,0.00,https://www.amazon.com.mx/stores/DCSHOES/page/08CAE276-0FC4-4704-9374-62FEA3C0DCE7,0,0,0.00,0.04,3220000,"[14,14,14,14,71,71,71,100,43,14,14,14]",2025-09-06,"Image pack, Sitelinks, Video, Featured snippet, Related searches",informational,Organic
tenis nike para deporte,14,14,140,36,0.08,https://www.amazon.com.mx/tenis-nike/s?k=tenis+nike,0,0,0.00,0.85,15300000,"[82,65,82,65,65,100,65,82,82,65,82,65]",2025-08-20,"Image pack, Sitelinks, Video, Image, People also ask, Related searches","informational, transactional",Organic
tenis nike para deporte,69,69,140,36,0.08,https://www.amazon.com.mx/b?ie=UTF8&node=14094383011,0,0,0.00,0.85,15300000,"[82,65,82,65,65,100,65,82,82,65,82,65]",2025-08-20,"Image pack, Sitelinks, Video, Image, People also ask, Related searches","informational, transactional",Organic
tenis adidas run falcon,14,14,210,28,0.09,https://www.amazon.com.mx/tenis-runfalcon-2-0-adidas-mujer/s?k=tenis+runfalcon+2.0+adidas+mujer,0,0,0.00,1,56,"[3,3,3,5,5,5,10,100,82,54,5,28]",2025-09-03,"Image pack, Image, People also ask, Related searches","informational, transactional",Organic
fotos de tenis nike de hombre,15,15,320,35,0.00,https://www.amazon.com.mx/tenis-nike-hombre/s?k=tenis+nike+hombre,0,0,0.00,0.17,9200000,"[81,44,44,67,81,67,54,67,100,100,44,29]",2025-09-06,"Image pack, Sitelinks, Video, Image, Related searches","informational, transactional",Organic
jumper con tenis,25,25,170,31,0.00,https://www.amazon.com.mx/Pirma-Tenis-Hombre-Basquetbol-Jumper/dp/B09VYJ8G78,0,0,0.00,0.18,94,"[100,66,100,53,53,53,34,44,34,53,22,28]",2025-09-07,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
tenis jordan niño precio,1,1,110,33,0.07,https://www.amazon.com.mx/Jordan-Retro-Zapatos-beb%C3%A9s-peque%C3%B1os/dp/B0BPQRPZD3,0,0,0.00,1,91,"[18,29,53,65,82,82,100,65,65,53,53,100]",2025-08-16,"Image pack, Sitelinks, Video, Image, Related searches",transactional,Image pack
tenis jordan niño precio,7,7,110,33,0.07,https://www.amazon.com.mx/jordan-ni%C3%B1o/s?k=jordan+ni%C3%B1o,0,0,0.00,1,91,"[18,29,53,65,82,82,100,65,65,53,53,100]",2025-08-16,"Image pack, Sitelinks, Video, Image, Related searches",transactional,Organic
tenis de futbol para bebe,15,15,170,23,0.08,https://www.amazon.com.mx/b?ie=UTF8&node=14094020011,0,0,0.00,1,28500000,"[67,67,100,100,81,81,100,67,67,52,67,100]",2025-09-04,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
zapatos carolina,20,20,90,21,0.00,https://www.amazon.com.mx/Ropa-Zapatos-y-Accesorios-Carolina/s?rh=n%3A13848838011%2Cp_4%3ACarolina,0,0,0.00,0.18,98,"[16,6,3,3,3,3,3,9,3,100,3,16]",2025-08-27,"Image pack, Sitelinks, Video, Image, Related searches","commercial, informational",Organic
todos los tenis lebron,17,17,110,30,0.00,https://www.amazon.com.mx/tenis-nike-lebron-james/s?k=tenis+nike+lebron+james,0,0,0.00,0.06,96,"[100,65,82,82,65,65,41,65,53,65,41,82]",2025-08-30,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
tenis de basquetbol de bota,17,17,90,17,0.05,https://www.amazon.com.mx/Calzado-de-Basquetbol-para-Hombre-Deportivo/s?rh=n%3A14093567011%2Cp_36%3A9841541011,0,0,0.00,0.84,90,"[82,53,29,53,65,65,53,100,53,53,41,53]",2025-09-10,"Image pack, Sitelinks, Video, Image, Related searches",informational,Organic
zapatos vanity,3,3,90,37,0.00,https://www.amazon.com.mx/Vanity-Beauty-056V52254-Zapatos-tac%C3%B3n/dp/B01AJ3U6PG,0,0,0.00,0.25,88,"[14,14,14,14,0,100,29,14,0,14,43,14]",2025-09-08,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
zapatos vanity,6,6,90,37,0.00,https://www.amazon.com.mx/Vanity-Beauty-391V09013-Zapatos-Ballet/dp/B078952G1P,0,0,0.00,0.25,88,"[14,14,14,14,0,100,29,14,0,14,43,14]",2025-09-08,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Image pack
tenis puma de hombre blancos,8,8,210,31,0.04,https://www.amazon.com.mx/puma-blancos-hombre/s?k=puma+blancos+hombre,0,0,0.00,1,5540000,"[53,34,53,100,81,100,53,66,53,53,34,28]",2025-09-09,"Image pack, Image, People also ask","informational, transactional",Organic
marcas de zapatillas de mujer,30,30,260,29,0.08,https://www.amazon.com.mx/Zapatillas-para-Mujer/b?ie=UTF8&node=34674071011,0,0,0.00,0.58,34100000,"[81,66,100,100,100,81,81,100,81,100,81,66]",2025-09-09,"Image pack, Video, Image, People also ask, Related searches","commercial, informational",Organic
zapatos audaz,6,6,480,33,0.08,https://www.amazon.com.mx/b?ie=UTF8&node=18990982011,0,0,0.00,1,2270000,"[30,30,30,37,55,100,45,30,37,37,30,30]",2025-08-31,"Knowledge panel, Local pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches",commercial,Organic
zapatos audaz,29,29,480,33,0.08,https://www.amazon.com.mx/b?ie=UTF8&node=20234161011,0,0,0.00,1,2270000,"[30,30,30,37,55,100,45,30,37,37,30,30]",2025-08-31,"Knowledge panel, Local pack, Sitelinks, Video, Image, People also ask, Popular products, Related searches",commercial,Organic
mona tenis,10,10,70,33,0.00,https://www.amazon.com.mx/Vanessa-Wu-Mona-Tenis-Mujer/dp/B0F2NDRB31,0,0,0.00,0.12,1300000,"[25,0,25,25,0,50,0,25,50,25,75,100]",2025-09-06,"Image pack, Sitelinks, Video, Related searches",informational,Organic
zapatillas azules andrea,18,18,140,22,0.04,https://www.amazon.com.mx/Andrea-2381367-Zapatillas-Altas-Mujer/dp/B07MSZHZXS,0,0,0.00,0.97,3030000,"[53,100,82,100,100,82,53,82,65,65,53,53]",2025-09-10,"Image pack, Video, Image, Related searches",navigational,Organic
pintura para tenis,2,2,2400,27,0.04,https://www.amazon.com.mx/Angelus-Acrylic-Leather-Paint-Starter/dp/B00PP9LM12,0,0,0.00,1,24800000,"[100,83,83,83,83,83,66,66,66,66,66,83]",2025-10-08,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches",informational,Image pack
pintura para tenis,2,2,2400,27,0.04,https://www.amazon.com.mx/acr%C3%ADlico-pinceles-incluidos-reparaci%C3%B3n-chaquetas/dp/B09NB21584,0,0,0.00,1,24800000,"[100,83,83,83,83,83,66,66,66,66,66,83]",2025-10-08,"Image pack, Sitelinks, Video, Image, Video Carousel, People also ask, Popular products, Related searches",informational,Image pack
tenis nike air force mujer,11,11,1600,38,0.04,https://www.amazon.com.mx/s?k=tenis+nike+air+force+1+mujer+originales,0,0,0.00,0.88,9590000,"[100,79,67,100,100,54,42,37,37,42,54,42]",2025-10-11,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
tenis under armour charged mujer,10,10,390,23,0.11,https://www.amazon.com.mx/Under-Armour-Charged-Surge-Correr/dp/B0BZXZWD1M,0,0,0.00,1,86,"[54,67,81,81,67,100,67,100,100,67,67,67]",2025-09-02,"Image pack, Sitelinks, Image, Shopping ads, People also ask, Related searches",informational,Organic
raquetas de tenis head,14,14,390,18,0.05,https://www.amazon.com.mx/HEAD-Ti-S6-Raqueta-Tenis/dp/B0061AWJ7K,0,0,0.00,1,1360000,"[67,67,81,81,81,100,67,81,67,67,81,81]",2025-09-07,"Image pack, Video, Image, Related searches",informational,Image pack
raquetas de tenis head,14,14,390,18,0.05,https://www.amazon.com.mx/Head-Ti-Conquest-Tennis-Racket/dp/B0B5H6CCK4,0,0,0.00,1,1360000,"[67,67,81,81,81,100,67,81,67,67,81,81]",2025-09-07,"Image pack, Video, Image, Related searches",informational,Image pack
tenis para hombre dolce gabbana,13,13,110,25,0.05,https://www.amazon.com.mx/tenis-dolce-gabbana-hombre/s?k=tenis+dolce+gabbana+hombre,0,0,0.00,0.62,51,"[65,41,65,65,100,65,53,65,65,82,41,53]",2025-08-29,"Image pack, Video, Image, Related searches",informational,Organic
tenis adidas para bebe,53,53,1000,28,0.06,https://www.amazon.com.mx/b?ie=UTF8&node=13848838011,0,0,0.00,1,15300000,"[100,77,100,100,100,77,68,68,68,77,77,77]",2025-10-11,"Image pack, Sitelinks, Video, Image, Popular products, Related searches","informational, transactional",Organic
tenis nike moda mujer,16,16,90,40,0.00,https://www.amazon.com.mx/tenis-nike-mujer-originales/s?k=tenis+nike+mujer+originales,0,0,0.00,1,19600000,"[14,57,14,57,43,14,14,14,14,14,100,14]",2025-09-03,"Image pack, Sitelinks, Video, Image, Related searches","informational, transactional",Organic
tenis nike de mujer jordan,1,1,170,33,0.08,https://www.amazon.com.mx/Nike-Jordan-Tenis-Baloncesto-Mujer/dp/B0CBNPTDNY,0,0,0.00,0.75,13100000,"[65,81,65,54,54,54,42,54,100,81,65,42]",2025-08-30,"Image pack, Sitelinks, Video, Image, Related searches",informational,Image pack
el borcegui zapatos ortopedicos,35,35,170,20,0.06,https://www.amazon.com.mx/Ten-Pac-Seguridad-Resistente-policarbonato-diel%C3%A9ctrico/dp/B0CGGQQMW6,0,0,0.00,0.54,79,"[42,100,100,81,81,100,54,42,54,81,65,54]",2025-09-06,"Local pack, Image pack, Sitelinks, Video, Image, People also ask, Related searches",transactional,Organic
zapatos de gala hombre,17,17,140,25,0.00,https://www.amazon.com.mx/Formales-para-Hombre/b?ie=UTF8&node=34674053011,0,0,0.00,0.89,8230000,"[65,82,53,100,82,100,65,82,82,65,53,53]",2025-08-31,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
tenis nike air max 90 mujer rosas,10,10,90,29,0.00,https://www.amazon.com.mx/air-max-90-mujer/s?k=air+max+90+mujer,0,0,0.00,0.8,71,"[11,11,11,11,11,44,22,100,11,44,11,22]",2025-08-20,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",informational,Organic
tenis old navy,4,4,210,19,0.10,https://www.amazon.com.mx/Old-Navy-Tenis-Hombre-Negro/dp/B0DCW8SK2J,0,0,0.00,0.74,87,"[100,100,100,81,81,100,65,81,81,81,65,65]",2025-09-02,"Image pack, Sitelinks, Video, Related searches",navigational,Image pack
tenis marca steve madden,7,7,110,24,0.00,https://www.amazon.com.mx/stores/SteveMaddenM%C3%A9xico/page/AD5DC192-9FEA-4D21-9AF6-00B880B1665D,0,0,0.00,0.81,82,"[82,100,65,53,100,82,53,82,53,65,29,29]",2025-09-10,"Image pack, Sitelinks, Image, People also ask, Related searches",informational,Organic
tenis marca steve madden,15,15,110,24,0.00,https://www.amazon.com.mx/stores/SteveMaddenM%C3%A9xico/Tenis_MUJERES/page/48B1B240-8ADE-4084-8C20-45500C7F5D67,0,0,0.00,0.81,82,"[82,100,65,53,100,82,53,82,53,65,29,29]",2025-09-10,"Image pack, Sitelinks, Image, People also ask, Related searches",informational,Organic
tenis multitaco adidas,3,3,260,26,0.07,https://www.amazon.com.mx/Adidas-Multitaco-JP_Footwear_Size_System-Measurement-Measurement_25_Point_5_Centimeters/dp/B09VXTDWK1,0,0,0.00,1,236000,"[54,67,82,100,100,82,54,54,54,36,44,67]",2025-08-29,"Image pack, Video, Image, Related searches",informational,Image pack
caja con zapatos,19,19,90,30,0.00,https://www.amazon.com.mx/Cajas-para-Botas-y-Zapatos/b?ie=UTF8&node=23706175011,0,0,0.00,0,50700000,"[14,57,29,29,14,100,29,43,14,14,29,14]",2025-09-06,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
tenis nike blancos futbol,10,10,90,33,0.00,https://www.amazon.com.mx/tenis-futbol-rapido-nike/s?k=tenis+futbol+rapido+nike,0,0,0.00,0.54,94,"[100,64,64,100,100,82,100,100,82,45,64,82]",2025-09-09,"Image pack, Video, Image, Related searches",informational,Organic
tenis nike aifor one,1,1,110,44,0.27,https://www.amazon.com.mx/Nike-Force-Shoes-White-315122-111/dp/B01HK4Y8KG,0,0,0.00,0.99,14300000,"[100,52,52,67,43,52,52,52,43,43,43,52]",2025-09-01,"Image pack, Sitelinks, Video, Image, People also ask, Related searches","informational, transactional",Image pack
tenis nike aifor one,11,11,110,44,0.27,https://www.amazon.com.mx/nike-air-force-1/s?k=nike+air+force+1,0,0,0.00,0.99,14300000,"[100,52,52,67,43,52,52,52,43,43,43,52]",2025-09-01,"Image pack, Sitelinks, Video, Image, People also ask, Related searches","informational, transactional",Organic
zapatos shoes,26,26,260,47,0.09,https://www.amazon.com.mx/shoes/s?k=shoes,0,0,0.00,0.78,65700000,"[66,100,81,81,81,81,66,66,81,66,66,53]",2025-09-10,"Local pack, Image pack, Sitelinks, Video, Related searches","commercial, navigational",Organic
zapatos shoes,95,95,260,47,0.09,https://www.amazon.com.mx/b?ie=UTF8&node=14093254011,0,0,0.00,0.78,65700000,"[66,100,81,81,81,81,66,66,81,66,66,53]",2025-09-10,"Local pack, Image pack, Sitelinks, Video, Related searches","commercial, navigational",Organic
vestidos cortos con zapatos deportivos,8,8,90,19,0.00,https://www.amazon.com.mx/Vestidos-Deportivos-para-Mujer-Chica/s?keywords=Vestidos+Deportivos+para+Mujer&rh=n%3A13848838011%2Cp_n_size_two_browse-vebin%3A14145701011&c=ts&ts_id=13848838011,0,0,0.00,0.8,7720000,"[0,25,25,0,0,25,0,0,100,25,25,25]",2025-08-30,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
tenis jordan legacy 312 low,9,9,110,37,0.16,https://www.amazon.com.mx/Jordan-Legacy-hombre-CD7609-160/dp/B0CF1JYP2X,0,0,0.00,1,93,"[24,19,33,52,67,43,43,43,100,100,67,67]",2025-08-17,"Knowledge panel, Image pack, Video, Image, Shopping ads, People also ask, Related products, Related searches",informational,Organic
precio de tenis converse,6,6,390,35,0.02,https://www.amazon.com.mx/Zapatos-para-Mujer-Converse-Moda-Femenina/s?rh=n%3A14093028011%2Cp_89%3AConverse,0,0,0.00,0.59,56,"[81,100,81,100,81,54,66,54,66,66,54,54]",2025-09-10,"Image pack, Sitelinks, Image, People also ask, Popular products, Related searches",navigational,Organic
zapatillas modernas,30,30,210,25,0.00,https://www.amazon.com.mx/Zapatillas-para-Mujer/b?ie=UTF8&node=34674071011,0,0,0.00,0.25,6580000,"[66,53,81,100,100,44,53,44,53,53,44,34]",2025-09-03,"Image pack, Video, Image, Related searches",informational,Organic
como se llama la pintura para pintar tenis,1,1,90,27,0.00,https://www.amazon.com.mx/Angelus-Acrylic-Leather-Paint-Starter/dp/B00PP9LM12,0,0,0.00,0.13,73,"[33,100,33,100,33,33,33,67,33,100,33,33]",2025-09-06,"Image pack, Video, Related searches, AI overview",informational,AI overview
como se llama la pintura para pintar tenis,21,21,90,27,0.00,https://www.amazon.com.mx/Angelus-Acrylic-Leather-Paint-Starter/dp/B00PP9LM12,0,0,0.00,0.13,73,"[33,100,33,100,33,33,33,67,33,100,33,33]",2025-09-06,"Image pack, Video, Related searches, AI overview",informational,Image pack
frontenis,56,56,4400,25,0.00,https://www.amazon.com.mx/frontenis/s?k=frontenis,0,0,0.00,0.01,1010000,"[100,81,81,67,54,81,81,81,81,81,81,100]",2025-10-06,"Knowledge panel, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
zapatos chidos,40,40,320,42,0.00,https://www.amazon.com.mx/gp/bestsellers/shoes/14093017011,0,0,0.00,0.28,88,"[54,54,54,54,54,54,44,66,81,100,54,44]",2025-08-31,"Image pack, Video, Image, Related searches",informational,Organic
zapatos chidos,48,48,320,42,0.00,https://www.amazon.com.mx/b?ie=UTF8&node=14093017011,0,0,0.00,0.28,88,"[54,54,54,54,54,54,44,66,81,100,54,44]",2025-08-31,"Image pack, Video, Image, Related searches",informational,Organic
precio de los tenis k swiss,9,9,90,27,0.02,https://www.amazon.com.mx/Zapatos-para-Hombre-K-Swiss-Moda-Masculina/s?rh=n%3A14093017011%2Cp_89%3AK-Swiss,0,0,0.00,0.4,75,"[100,100,100,50,64,50,50,64,50,64,50,36]",2025-08-27,"Image pack, Sitelinks, Image, Related searches",transactional,Organic
tenis nike talla 23,11,11,140,36,0.13,https://www.amazon.com.mx/tenis-colores-nike-23-cm/s?k=tenis+colores+nike+23+cm,0,0,0.00,0.97,87,"[100,43,100,33,43,43,52,43,100,81,52,24]",2025-08-29,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
tenis nike air force hombre,4,4,390,31,0.11,https://www.amazon.com.mx/Nike-Mens-Force-Black-Basketball/dp/B000UE0QXC,0,0,0.00,1,100,"[66,44,100,100,66,81,54,66,66,100,54,36]",2025-09-08,"Image pack, Sitelinks, Video, Image, Related searches",informational,Image pack
zapatos para futbol 7,20,20,260,37,0.04,https://www.amazon.com.mx/b?ie=UTF8&node=14093583011,0,0,0.00,1,80,"[100,67,54,67,82,82,67,67,67,44,67,67]",2025-09-01,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
